Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date,SLA_Postal,SLA_Latitude,SLA_Longitude,SLA_Address,SLA_Building,SLA_Road_Name,SLA_Search_Query,SLA_Status,SLA_Missing_Fields,SLA_Is_Complete,Jigtech_Search_TOP_Year,Jigtech_Search_Status,Jigtech_Search_Query_Masked,Jigtech_Search_Log_Encrypted,Jigtech_Search_Source_URL,Building_Age_Years,Nearest_MRT_Distance_KM,Nearest_MRT_Name,Nearest_Supermarket_Distance_KM,Nearest_Supermarket_Name,Nearest_School_Distance_KM,Nearest_School_Name
SUMMERDALE,BOON LAY DRIVE,22,Executive Condominium,3.0,"5,100",190 to 200,"2,100 to 2,200",Jul-23,649925,1.342516991857708,103.7117340701941,2 BOON LAY DRIVE SUMMERDALE SINGAPORE 649925,SUMMERDALE,BOON LAY DRIVE,SUMMERDALE Singapore,matched,,True,2000,matched,[masked:19e7c644fecd],gAAAAABqkEQE0mJN8i8J26xFhEPC2LtwRL7v-1pteSlIHH4yrp_E_DhFZvgGy_n5Aqn7JxgJafKy9e2dvDVrgi5fLfEKU_k4gYDEjRHzg5o9nPR-cFsls77hM1aNuZjIUv2Wgle-3V4pKk7NDHLeek9nCwbKhNwwye7VZgEANswoR8o9eyHN6jrHm4klfOIsLW2STSzfnxaftU1E4GvXDam7765vWQiCxBniuvnPBIUGW-A6eQ82OA-NLODhAxpBCFRuoNUeyOg96hUfubls7euyjLln7EY-sNtQ9KNMfIZDqn3dVtjT_bP8m2CZAsNvRp-TuT3Wol-AZlvezItiAz_6IamAgvASQPSQc220wXCz86yDLAGxHlj_Hw-CKf7L3yTtJyRN0tBUGwmk6IypymOKGpaW72ak23HDfQAiqWifYJTMVbUawslhmP6kouVS27in-S3CqXpV6Lp_40-4OIm1-SZq0TRmXQyaxvFlm6BXjhjTKng9KWWG6jzowIxU6x-rgKEii_uqSp44XRrOsPt260HYs3BoEHmy0QPTz5DJaRPMzAUuJaTGU7-g8CjeRLkZs_0n2dan72gwrRhzVLAmqPUEdrr22hfSEpFSlR3SDdcoX_gum43bXYulmTZrrdVIUdHgvoyzCJPhk14lEgWlvQzk4D5IkEfE-mH2pw59ITo1_fccpT1IbcsvpK5oP4uHlEwp6BK7Cz17p4ZZ1xsyWR-47zmaVAM9BxI1pxBjCOMbmPxU4EsiXJE_MCvDpEdsIsRCJ2kWoXjdlK4IROB-SaZAsrv6xWaffmNhZSojTuxSh0M4XmLM7zlIsQ3QSyReSQ2M2QNBpqRT-KHHZtirT6KpYPzW5Lz0jBSmAcP3hio5rNYw3j220tc5xNW1OUAP2NLUagNBB2iOu7RrOunnB9rGU-WYe0wN9By7YRn1_7eXfNRNgqWUKJBH1VsabFXd0l3T1nblNCVK2ugkIB0tM5eENe5uT3vcN6ZmZHvecGwoELR4cDV_FGS1lcf-4OA-FESpHCLivfcfAgRGosdLj_OVQ2VVPjDR12VKGcq-vF5EkMl2AIM=,https://www.99.co/singapore/condos-apartments/summerdale,26,0.77,BOON LAY MRT STATION (EW27),1.27,NTUC FAIRPRICE TAMAN JURONG SHOPPING CENTRE,0.88,RULANG PRIMARY SCHOOL
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,3.0,"4,200",90 to 100,"1,000 to 1,100",Jul-23,688238,1.376972903941256,103.7512723851177,2 CHOA CHU KANG GROVE SOL ACRES SINGAPORE 688238,SOL ACRES,CHOA CHU KANG GROVE,SOL ACRES Singapore,matched,,True,2019,matched,[masked:7fc28676c237],gAAAAABqkEP6YwSGUL0AhLr4H5paKMUrQtyHILsBgNnkplLFwlQ3ZFws3Z380UnHnNpR0kh3yqpKbaohPMr6NnpQKoI1DpVpt3B_-mMBqijggUAebRPrUCmkPvyGhPh5VDvp_sd0KrXI5HcmtFB1Sh0gtRV3yZcvIcJNuJq7Gj8FH0FT8MQn7yV89vMQk6K4K9JVCpfFNOokzK0GOoh0KP2tevIqOc7mo8-oum_k1d7sfYXzrzAyejBubPfcjo9P68EpGWWJ3LzTQGv4gWbE_ul29XSXn1amck3xZvdp0XPoKVlS7WAId5STG9VlO678G5zCqZlL7rEJyrebTfzChzaHK5QTHiexMir_11lGJ_1lKmEi8a3TTdSTfT0tzHTIXB3ePczLVvydaqRj6iGlhyW6wbicH3j9fiTH8Mhie9at9_j99nPwuQiqi4iNQwLxuF40gSeMixSrgos-nLRHIJujByMjgZQNug6C6a5-iqJVyJz2ZvCfmSsGjZXbegwnvUIxBfzBw0SxUrMt7AMydbJusbAy4mkq6XlswLyUYC76uXQ_ilZUJf2PEsdvuWOImgk6tEpLzl2hdyrPr-s7r_tPIlEsjtljag2plgPS5XjLgdji_Us0weZgxP76OhBd33m3ppEslCsDZ83uQLybqn3-ZprAd1gyJF1etbWhqFRhchroccytGgH70m_IJgzHSAlDBX5NezAjLLzUEZz5tLkCnAAHDS2e71CL6vAk5B6URVPvDDAnM5QCdebHZzGo0chprwpdyGDRk-i6AHrYoRvM6i3BPhGSRzWafGp0ZmiuoEgoFYtT-39_vBYuUDS-_jnCJb9m68xiK4nkgkZlCsG7Olgt-UOrzmnb3gLgpZuNHh_LKCO2hyAG2h4GiuExmwkLkcb8vUcmdFECLK5eA9JpXa8lPH3CayDu3CZ7gUTdbqnR7PeY0EJPLs5i5ShQ0ToNKsLayXQgC2VgoWfryq6kb3UYAWE_6_piY0rmkVhYv6_3AE8JNMHRrucfj2LoBpodQoVlUuxcTwMxWRhRJj8b-_UICjYXZmp-Dh6Fhw__LF98ReX044M=,https://propertybyjamesyeo.com/sol-acres,7,0.27,TECK WHYE LRT STATION (BP4),1.87,NTUC FAIRPRICE LIMBANG SHOPPING CENTRE,0.76,SOUTH VIEW PRIMARY SCHOOL
LILYDALE,YISHUN AVENUE 6,27,Executive Condominium,3.0,"4,000",110 to 120,"1,100 to 1,200",Jul-23,768961,1.423928371088663,103.8493320552969,550 YISHUN AVENUE 6 LILYDALE SINGAPORE 768961,LILYDALE,YISHUN AVENUE 6,LILYDALE Singapore,matched,,True,2003,matched,[masked:b561d44c4649],gAAAAABqkEP5G0Qhzr5ILE5xQpl46p7yM5eYUWJDgAbwqqsWwmgUbKSoJH0PuF_4e6GnLA7LEj5YrPSBW3K4NS0VBeSdd00IqfB_jQIjtIJeHgMu4IlzDmiHzsWnK5yE3BFd4O78JTkxt-GXN2_rx4dYMDmmXx9qQ2V1vykWUMalCEZuQODTJDFSGU8d-am4jNXy0yEy_Mpxzh4cVVair4m7LRt4PAIEYrHFib0MvOvo5ec0M13wh-uyfvMh8BV7ToGEyJcjgfJBQdHy53NYP7YYNHPIaLnO0gXch3qRRjoBaJQsO3TTFdT6uYADwPIBkUgg5_UJpvjeb-nSqWF98Y4Nc15ATEVVoVZJacBckFJHX-zSDWAZDuAa3FOsSLStyH9zlhwQDjkFZCMLMWzNYyZG6Qw2VFt5bh_FwitSmIWKJ795ihAJ708IGkPKSQ_CvpSAXAeN7UzL4BTMyvjU0HmSj8-fBX0jzzomWzHOZX-Nw15IZ4SULe23fiofH3ert_WJRohou8j05Tnbs1s_L11UJgBDv8qJCjyYjFi3gqr4VQDzLna4ie3RuNPtUTHzbOGyHgp9s0Zb1EFsNfQC8MmdwlRzARwsi8m_Ejtq8ZYJazdAlh7T7H4p57G_yfi39G8jZCV_wyLAF0wfmkAdWHSWrbOOMfDrocCNL4Fm7UGKjOa-tcEBv5qedajvTf9MPjM17g9EtNInaAoDU75zkWF7t9gSjVSFs4TYV8iuGxi5MoDGzW5GAmbsm_TdUP9YMQv_ybmssX-sFrb-cUP-GF_-mHzre0jpl9m08CKO5uTujnw9lLv1E_4DgLs2mYV2qnHgNyuCSZOb_J6GzZESiHQJVz8O-fmNXleUHb3GfW0G0zjqltBg8RzXeLsqHsCmCvJz3wPjn_kzSovJW8hv6pJqNGCZ9jEV6K3m2SBLaw0ShZUohnO_c6JNTELaZAJskusA455KB0HKXYIxjeLGK4tIyC2BZWpDR-AKpjWenAiQEw-sez5HmtQqBDpqA0aEjRSwQJLpFFD0qUUUBVkX2ZJGJn9Oi9dQXuRFsT_4lctNShjEZVNh7Mg=,https://www.99.co/singapore/condos-apartments/lilydale,23,1.71,YISHUN MRT STATION (NS13),3.0,FAIRPRICE CANBERRA PLAZA,0.99,NORTHLAND PRIMARY SCHOOL
YEW MEI GREEN,CHOA CHU KANG NORTH 6,23,Executive Condominium,3.0,"4,500",130 to 140,"1,400 to 1,500",Jul-23,689579,1.397297760028957,103.7465249869248,23 CHOA CHU KANG NORTH 6 YEWTEE RESIDENCES SINGAPORE 689579,YEWTEE RESIDENCES,CHOA CHU KANG NORTH 6,CHOA CHU KANG NORTH 6 23 Singapore,matched,,True,2008,matched,[masked:807caa939b91],gAAAAABqkEP_QbTrB3NALnxdUh6boc59so-G1VJvl74t7qgyvsDMuWnFU89ZXqw87NTQVAWrTk6R7JsQQB3xGQEW9iCFXUkaDpBVevHGWmy4bcDrLxPY3I2qwnvenTJTrPa-Pb3mk95ox5PihRyWFdA6kbDPh-HOnxFAcyRhBUvcQ98Dja-bT6pe358VSeUxM9G9SRzN3myxN4k-qJAPdDaoZpM2B4czryvHJ--sSbj_6TSj1mqLzbH2xsPutbt0giTyTBwBJeQJWnJm1A_DRp-BoHXb0YHdu4H_WKl2iX9crLvIRUNJDiLnxS4RHvVT1gLHnb_vJqBDgg2ekj_pQcxXFzr3-LDveuIOLf7ggK0tLmUM1gqyKXOCl8PUv4N2Uq6lDk-0fYs9y7sFUyXbFOPB8Iyu4bzvPWACoLAkaDsyrWfXCgwews_tqIxSqGDExMi17_AVANrar5szPE26WtHNSm_Me_pKbTCPjDhm3OKb_IrAAqOXGYLmUMY4UA39ra-j8xHSAIwJdJK5cDwhvjgdlIMcjMGQw6EIcUtgfDdt52GATKdyEZMSred6MKg8qIAW7YeNHgjv9Q0POwSGqReAakats-oo85uN1RUwwE3uaaUfZqIvypjdV3xLBVFXaM-TAc9J2OOXwTeLzONPrTGHlchWidiO2akXWwsganxGZ_WNP8s2bpI5oVqAOMMzivaukB6JdXVVxpDA9Vy6byLeJXrLFRfOz6v5NFU5fk2wPtgUWqLBCRz2SzPZmIMEM_ME4UAn-4xdFHzfBb3vtKDNOmtj9xkJiGJafzr--GbJXcPE1GK_5rPf8wR2bwsAYREUeuqXMwIQ5sTGbus_HVnekzLFNhj0oFQwH_Eh0hhyNLQK__iQzTwqjwbLtB4rE_Hu6h3_o0cnqgjR558bTPTO-O_ANUpbzv53dxJGtzYgFyqsIw6kuq-BJccqzkFUJ5a23Jzl0GVsYxNpLdgsdDtEnU6k6ZcGrmIF9IG26-vStdS64iaE8pX0dLHDKrpbgnCmMv3t_RAnowzi3RHWXb08q3Ly79dD0u_9Of3GK27Vs1LdszYJgn_LLkbFRUDsABvJFRBca2zw,https://www.99.co/singapore/condos-apartments/yewtee-residences,18,0.1,YEW TEE MRT STATION (NS5),0.67,NTUC FAIRPRICE LIMBANG SHOPPING CENTRE,0.31,UNITY SECONDARY SCHOOL
THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3.0,"4,000",90 to 100,"1,000 to 1,100",Jul-23,529232,1.355981764391869,103.9594570848744,21 TAMPINES STREET 34 THE EDEN AT TAMPINES SINGAPORE 529232,THE EDEN AT TAMPINES,TAMPINES STREET 34,THE EDEN AT TAMPINES Singapore,matched,,True,2003,matched,[masked:5c910dc46f1f],gAAAAABqkEQAgxmQhezU1Lx9GZbrDn3la1upvf9N0cb8JOh7UmlnAxltYEqSC9kxn4BhfXGxdww8mengdkDgGviPASfHKSP9vZl_c3-LWyPZ0pToPFVj2qw5UaCt_rGhYzZlx9IFhy3pvZAik65kXwO7lNymFe_aPsKOqVwZBoKHXym2aapUoSc_0nsIFs99AOlBqe3GAxmNoCTnttn7_xeQeAd_KLIwFFzfam9AhfYaf-bGDqdiHF2Pbl_FV1mLKzC-vxXm-7WeQJ70ZPLwXaZk-_nRJgDRxV3_zIUqaPtWjzzM1xFSP_hS7UKow8i9xZ6mrlY_3Wu99ML8vrRBOhHrCYD-w-M6luf_ocahuRX8J-MogtrTMyaZsfGTnjiOwfRrXSe_RpFm6CYiJ9HYXDexLHnL8XskldC_oS28jUCX5fpmCv842TGxKIyqeL0Oy6SlRCdzoZey5bkhyGZOzHx-aLHWfMVAkoYhetPUA7-U656LCxZmN7-qdNCkXOg2KZdoeeSKdh83vx36qhXviMzAlw2KLp6kXNcZzdd1FSOun-1-wdlCHWypAn45Dr5czX1zNQuGOVzYRX4YFseB6_MXHZHx47xxL5yGrIJQR8vWhYdv8HxYFj-FXFj5YOBA4zTT3PAfdElF_dhWt1AHnVYDP5Pg2uQxlT2kZsEBnypyAzezMhPLtpGdZ2B5vBLfU_ydgrUaf-0fFMcNC-QT7XTH--5fTaYv7vponvW3BgOBUV2T6P_DNXyLFal5Fwx_RDqdE1qPsHmXszQztMBoM2e90qUjiS8JJ68PORppM1bE0-oxN0zn1BW_qq5xi2dX6QWumc4vOwg56MpzzHAOQcNudmscyS7yoXNuKOG_vCiDuzrxPPKV8D3a5e12U9MgGtCGKWXL36OUyiDTA8jahNj1PoF5u8iUIMT6ps9TLat1cYfOQXfnLJ8c6xzixUHXSP4wktZuB5DfPuw0dG1b9K_B-2sFDfSdnw0dYyMXMtMqmQIXhv-fKNfFgtSjfSRkapTsPfYLzUMY4tJzTWvHHpYuOuAKBS8PgNk69CbxOJoop1z18OIEfyJhjouDYe7n_L8O8cp4ikqF,https://www.99.co/singapore/condos-apartments/the-eden-at-tampines,23,0.54,TAMPINES EAST MRT STATION (DT33),1.35,SHENG SIONG LOYANG POINT,1.07,CHONGZHENG PRIMARY SCHOOL
PINEVALE,TAMPINES STREET 73,18,Executive Condominium,3.0,"4,800",120 to 130,"1,200 to 1,300",Jul-23,528823,1.357964095715889,103.9330429543547,2 TAMPINES STREET 73 PINEVALE SINGAPORE 528823,PINEVALE,TAMPINES STREET 73,PINEVALE Singapore,matched,,True,1999,matched,[masked:febc98c7b130],gAAAAABqkEP1Uc85Ylir9j8YgYxj0acYE8Dqs6j6m8Gstriu24m69N1Vbxynl2VLT6uor-_I6j1Nyg9-3QQkPU4jZMe-eFMDhYGl3S468FOUh_Xgi_gMbPbj4IUEPU2nU7VtfgvI6d-WhZrkyv3RSVFeORnZAeVVET-dCJJe3zRwF6PYDFBdtHhTKxmYVnp38ild_VbMc3tUDf_15g2dI37tp0NZYfzQ_zuzsbWeUGUzFq_iNI1D8rO3tsU5JP2sGM4fGRteMpkm2n0CqBDAit1JEwr1-qzwyIdzI2XLxQGHtDW2ZLzcZWmllAg9QmMoC2OYO72FkS1gb5RyMiTPDuWoqXzRWO2wBSTFZFBtgx-4NygpqFcsrFJzDRPTSIoaK7wFqH2x6jfKWMZwvNrqPInT5-qjbcXiKssPWrOiEQuoqfizzO3WJMMhscEUoh0xyPvTwaEZXo4VdpRmgNId-hxgepgoKdBTJzOhtowDAM0fmIjfSVjvcgbPHUwXKDbqMOOsEwdIKNJMRXkCWfDfG37ufl9LF1dTwilA4-IGv1Wb606qPnPOTUbZGuFpwN1EPyqjSBy9D-eZ4gFka-b9HS7ODimP2Cq8mv7CTO5Z2vK7gKmHnr9jn6mweB1XLmCR7ya2PeHesmaGieeEEgV_Mdkis6LDe3-kXcH9xo3cpQnXYZZOGsJ660YrY5sbqJTFE1e_2IWC-7-NXLNHUZyssuZFY2-6D1kTF0CtpQEaML6LIqYiszSPofrc-5W1GXAuN-vxzc9rH-ePtIjMeQio6kfvWhNa5lZSAXTvTxnbiHRN_-C_gglar9ppyUb96ayPihz2y_B6srZ9cpFZgHcZjrq-4ExPVkH_QoBdA0dAzv2Xd0HgNL3sLbSsuIPza8veI_MnPAc6s31U1kKBuPoittZgg71HbW8bYo1OV76MQUqlyuzy8gSYjVLabqqc8NazD4Ru7Y8s5rDaYbuPox7kmC0zR_5DYcvE5L_gf0LYutUjwVHMkGSgnGHHHBTlbYO_3KQG2uWN8_Td4iRkvUMOQ6Sftg7SGUMOBtL-jZMfYvppAQkyqHse4ls=,https://www.99.co/singapore/condos-apartments/pinevale,27,1.51,TAMPINES WEST MRT STATION (DT31),0.33,NTUC FAIRPRICE TAMPINES CENTRAL COMMUNITY COMPLEX,0.91,ANGSANA PRIMARY SCHOOL
NUOVO,ANG MO KIO AVENUE 9,20,Executive Condominium,3.0,"4,200",120 to 130,"1,300 to 1,400",Jul-23,569786,1.384367490120189,103.8424103127599,21 ANG MO KIO AVENUE 9 NUOVO SINGAPORE 569786,NUOVO,ANG MO KIO AVENUE 9,NUOVO Singapore,matched,,True,2004,matched,[masked:86a078c0451b],gAAAAABqkEP2v8ry50rNTUcQ4zMuj-fb4hWf5mx_uScayz6AYBa57OLHqigi24T3OPV1CtFKb66KM8mJlCWNGJx-AHJ6xq90lPe5zy-fpg_2dNpE1l-2g4hM_IpExPKWKO-0rHDSZybjrbHS-rZxB8BI0a6Jli2c-2Hr_6pVY_g5j9ZvmqNQbfHK7GeeHZ1qXQyb4TrKSCoWAskkjYENaNkmbckAFkkic0kXaJrlWICyycKUl8FqP-yeO-VwcqEPuxzycPIjwei6-vAyzkV9syprNmYtITFOiUkLhSOl1VByP6HNeP65SD61uh-LlrRZPdD2yGLMV0uaSDKAijlra4nPhUTRq5ogRMCqIFEeH1T6TQB3W5uaiNbTxSrklJ5qXZ9EdVTTWlQczbIjxOUVsIf2f4A4jhRi2Y_LP11oFFqg9ZzFDoOxsaYXi79hh9Q3RCchDpydG36oWB83Ot7VBIeMOvJoJUNqkTnIr4ebQqLpZ_iwdY05EFpi2QbHf0is_tlGfA1pKIki86kPMHd5SIzOnXD1gx0G53WVHnZWFmslKh_ING8wsARAw-u_hq6XFjWF5Ah5iv_GNn3_yvEnSqs6VWX0n_5eHwGQtq43CeXcjLPmXmkHHseKs_ztKtVyyRmhSJfkaB4ExSUu5GFJLKnd5uQGO2IErNAtwkwn9UJgDDwqqmYWmH5IM-YBgV102-oijhc9aZhNUYc-lkil5c7MYboSWtvuAIICGYdzD_pnMVwjEBt09aXX5MvclOjfeFwbahPqRgoWwGNrnrQ0mYlhWgw1wbvnII1wFxobfwNguLDpxiwASCux7nN9PNCJPAfqHPmTZIKlV1Eozb64bT40xk5zWbSiLKyUqBc9Jd6VPvs1pNL5dmvlum8zYtWyoQyi6PVqMG01p3oTzgBOYWubHRpvDrbocyWMNxf3FzFTxK7LzsMJ23eWNcYSr7OYqQtOQJbtnfrBHoFH_VFvoTyvnq62gSRcbGz0wBXIxeqT50HydrTfPBtJo6neZlBELlAhIvABjPmi3N8vxlwhAXgx5yJnxmkDT8LikNTC4LoFgBX1R2mx9FI=,https://buycondo.sg/property/nuovo-condominium/,22,0.4,YIO CHU KANG MRT STATION (NS15),3.43,SHENG SIONG SUPERMARKET,0.11,ANDERSON PRIMARY SCHOOL
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3.0,"4,300",110 to 120,"1,200 to 1,300",Jul-23,545118,1.380010839009283,103.8987396527917,1 RIVERVALE LINK THE RIVERVALE SINGAPORE 545118,THE RIVERVALE,RIVERVALE LINK,THE RIVERVALE Singapore,matched,,True,2000,matched,[masked:6f9e02eaf888],gAAAAABqkEQA_RVd5HcmImcfbaZUj2iuDdJbGXHQaXqCq6PO_h4WCs4WqsXG96KgmRAI6wbuV7ZFa5BbQmGcDL4Op_VIw8fBl_BdLLQ6pBsW2KF_KUl6Sy_55dWQ6PulvoO6i3QPy_KR0xsgnz9iybrgkm7em1WkTrHdxwaDGqWfQGl2suyEko00E8NUjGNYc-29mYoEBGauYUuC6Pcdxbs2axj54TbA03cdchTPAhk_PoiW-Wx-5Fk3DHC6-pSsgt_p-w1lYHFCzyUEyLxR8lO3d_ilKT1ULLt9tYjIHG_b6isxPTgqqXnkI7QUXNUuqmk9pTtIxFiTEnnsFQ4g1a84v5yH7a33WMvJFUx7EoFJ8cvlOhae3iLy9lJQUFjzthe3ot8s1Ux2-nYkk_d0WfF6GW5AHS_Nk5hpn_dyKLwN65zdAHcUhHwdTLhNPSU1h72ArqenZXDZInqrpQWezOgwgVfwLfeGwP04ZF6-7x7v4FvGNBUVlyudzB-693uuhGSP5b6mIcrFfkgPDYb9MyPD84yHuoAp9MEiX5it3R-Lqnl0m4VTkO15l97ewhPbvxsYWMyeOm6JqgvZ7SWYerOxk_yYnZLFzO9nR0vq0xOGFcB2WM-dvYNKZiOdlPTSPnsc6ZjDTVymJ8RLKug16GimNp2c5Ol29tuf931uMN4vD3pGQjS4ouUpevCe0YcjhawridIVYakNXhwSp8IYlMHGQpJvi9HlwtX4znYgl2UqD4SddTCZbsopw7aU8W8B53HFffZZYaG80psc5pKkmQdSV_5Gz7nr_tLIhFz-77m3H7SbTTvB7sr_3v4igoLomjA-1RfWjAAuprwGBAMuCxj1eJz7MBDCjvKyT-pgDnd9kLV8eTXoxbHsPBRw1WVGv1zD0D2_UzpsGgRIou15uLld2z_n9MH0iM3aZKOxbHpmyOAelrpwUDHyNf9IoR-ovDYqIE2n-1QNCx-QQz41AuH44NyxMeRKMPd5mzRdL2fhyuEHKmYFuUPVJr3ZoVPiP1XCd4jHj9UzGo3-LRpFXaTGJx5oKGEcMXvL-QOfIl6JEpN9PKYETdk=,https://www.99.co/singapore/condos-apartments/the-rivervale,26,0.5,RANGGUNG LRT STATION (SE5),0.75,FAIRPRICE RIVERVALE PLAZA,0.13,NORTH VISTA SECONDARY SCHOOL
THE TOPIARY,FERNVALE LANE,28,Executive Condominium,3.0,"4,300",90 to 100,"1,000 to 1,100",Jul-23,797495,1.388871431277046,103.8720171563446,11 FERNVALE LANE THE TOPIARY SINGAPORE 797495,THE TOPIARY,FERNVALE LANE,THE TOPIARY Singapore,matched,,True,2016,matched,[masked:c37cee1c18b2],gAAAAABqkEP9ZDhGMPpD-Gw180zue1P0zYm5nc-bag9ovRe95mvGoMrDLO7J-Ur0huK8qKsHjPSM1mr0gg_cVXgtxsNKcF0nYSFaa9IHKS5ZYKjmoO1S3u8Wdj2kVWqooTVgQ6B5pYk9BubI7sP1dfOjy__2JNVc0nUoeSX13n_0RMhtxkjItlF7Ra2B8HkPHijj-PoL-5DAjDxnxmNUmjHBq70I7trFVwNFqW2JeZfW4IJ_vhnhT_JULRUGaAC0nwijSyqTCUt9nhNmueFeweeAuzf2sG_RrTF7c9m0xM6Jw374wJJmc4QpO3huITKzuE0PFCSnTM4kCu09x9oLoL9aVEzR1G25Qeq72IH66ba6ufyqTTixNi2dc5HtEWNuHfpE83RW2kLlVzCuT_t986TXwswe5uYwg6LKPSQ7ucA7fd4zXsktbAJhZ5rJ7jC7wkI6_qMIGb3tHy0FOUj_xOs0w-U5TpTqaU-mqWwmroSINUcKOn5zhB_99jHFBE8ZaFr38AEyFttr-G_sbMtNtpiKh-HUKuHHhgIvnbf_lywS7ni_BggSO3EVUTnW9NOQtohCS-nAEWTsxoI6_slGqiTI7bulB_yQpXfGQpeEHrOpNkXxHcQMd5yT3VrqemVPGnZZCPq6fYcN0V0MKtHU9jFNdejWZds-ZNb4L00K0d_JBi1QwsEkgq7MdG0rOJLBQDdxqa0C20jvZyMB3AsyXgUk7nZRD0GHZGNTKvb7u7r8Gl_ULzBFhG1qDrLQzlgPo6dZtuvBqCVeSLArospcsCJDAqFnpp7Dspfe8k9ZaqjpPvRCKNphJ8bxT8K8Bwc_x5nl8AeuAgfi2G72s9AMg844L9W486KvIrSQRKmsgav3pSxd5FvNjUCQdDBPnDE4iw2mljcjOyoY_vqxbXJWOb79aQpmPbjVSE50wKAHO017Gz6aNBLoSKSPtz1-ySMkZx92g7Q8smJoBKvnvZPX3MiNvIIvntOGpDhDhcssOWFzbyHvr4aqhWTiZBb37e3fgAJcyKwYK9RyxYtKw7Vgd1Y3kzMNeh1vNRzQ_Kalk8JTvRSYkS6PQpo=,https://99.co/singapore/condos-apartments/the-topiary,10,0.58,FERNVALE LRT STATION (SW5),1.47,SHENG SIONG SUPERMARKET,0.31,FERNVALE PRIMARY SCHOOL
LAKE LIFE,TAO CHING ROAD,22,Executive Condominium,4.0,"6,000",110 to 120,"1,200 to 1,300",Jul-23,618721,1.332155389901202,103.7238176154975,2 TAO CHING ROAD LAKE LIFE SINGAPORE 618721,LAKE LIFE,TAO CHING ROAD,LAKE LIFE Singapore,matched,,True,2016,matched,[masked:b501ae5def12],gAAAAABqkEQFmZ_4efXW5Os3fuRrtfYlVar37e-pPeVLFmxsvkQ-446qSlnhGY_JU0cF19N5duLDno8oUXojKExRnZSjVHtwb2Gk85JHCqBA1aYLPHneCS0cDhC9Gd-dIVP3e3JUG5FZ8bTMXiCSm2ZUYhnBCkTCDruF4yvLgabxKvTZqq0gvPvNyRtlLD9hfnubjKjqIHlwm7ZVlCxR_qAGQKgmB9MwiiK4v2MYG08VmTIfiIn_eV4FnIBAQp7pWPRSO72pDYJptr2gS3Yxyvt4OYcgqH7n9zjsxTYvVJ-mwPIXpEdyYirCVsXWVPPHbXoTVA7TioBn1nEnCq3J-BnlapcVivjj0sqJwboGG-sEb_6mbDbe6XqPXpvH8EjDFM4FlPWsi7RrmKBdbobkb0yR1UQglCQi7Fym50iAFPa99XNAo3Zfas3M9mdLj3a7rkrD9jQJgffcUIoeYGSbnph3jPHOu-YcMF2vuTN3KgRQUkXjp7MqWCU7WW2W3jtaMPnu6bHIqemkdDC16yy5ItI652gpMX9TIxMgimJP9Vq8otbtjALsfXQY3FaZ4ZvcxFw7AjEcDFmEC_BrLFjQ8cnK5D7-_Rc60lu_VIjn0621UcnI9EOmL5nNe-Lta11Z6vxGqH9BSbFHqz9fCjLwkGRI8s8rxz20ZpdX6ebSLd6ZOo6tJQcgq1dREnGKHaK3PHjZEZjsqJix0nocl29d8LPwrSsDXSd0JdCqnO1fARyMg2z_GrQA54HAR8I50z6XjN_8ulgvpOwLl-f5yv4S-8lpf_m9hjRvRfKthDwVv8eLM31m1_l5w9dzTruOaYMER6xMy_xy59K2xZ8V8VSISQQijz5MHIsdGXzJARseWkuZHaUAUUhfRKzXJC0hsUxmmGKJudi2i3oWRUD0Q766VEvJhGwRFE-yFEniarT4jPQchxsQq40audLSlsVnNP5dAvZC4TFwcV110_n1RccxzpTR3ai-v12j3fJLul5DUmvx7Gp3fZVN4NFNgRAQxvolcSUe9wiXEG0S2lhiMt5pEeR15bupXm7K97IKXJNTdeSzDY15ZUVqVy8=,https://cos.sg/product/lake-life,10,1.38,LAKESIDE MRT STATION (EW26),0.51,NTUC FAIRPRICE TAMAN JURONG SHOPPING CENTRE,1.45,FUHUA PRIMARY SCHOOL
